udi,product_id,air_temperature_[k],process_temperature_[k],rotational_speed_[rpm],torque_[nm],tool_wear_[min],machine_failure,twf,hdf,pwf,osf,rnf,temp_diff,power,wear_torque,norm_wear,type_L,type_M
214,L47393,298.4,308.7,1386,44.9,135,0,0,0,0,0,0,10.300000000000011,62231.4,6061.5,0.5625,True,False
215,M15074,298.3,308.6,1589,37.1,137,0,0,0,0,0,0,10.300000000000011,58951.9,5082.7,0.548,False,True
216,L47395,298.3,308.6,1548,40.3,140,0,0,0,0,0,0,10.300000000000011,62384.399999999994,5642.0,0.5833333333333334,True,False
217,L47396,298.3,308.6,1499,38.3,142,0,0,0,0,0,0,10.300000000000011,57411.7,5438.599999999999,0.5916666666666667,True,False
218,L47397,298.3,308.5,1664,31.6,144,0,0,0,0,0,0,10.199999999999989,52582.4,4550.400000000001,0.6,True,False
219,L47398,298.3,308.6,1447,38.1,146,0,0,0,0,0,0,10.300000000000011,55130.700000000004,5562.6,0.6083333333333333,True,False
220,M15079,298.3,308.5,1434,46.2,148,0,0,0,0,0,0,10.199999999999989,66250.8,6837.6,0.592,False,True
221,L47400,298.3,308.5,1416,52.7,151,0,0,0,0,0,0,10.199999999999989,74623.2,7957.700000000001,0.6291666666666667,True,False
222,H29635,298.4,308.5,1827,24.3,153,0,0,0,0,0,0,10.100000000000023,44396.1,3717.9,0.5884615384615385,False,False
223,L47402,298.4,308.6,1304,45.0,158,0,0,0,0,0,0,10.200000000000045,58680.0,7110.0,0.6583333333333333,True,False
224,L47403,298.4,308.6,1569,34.4,160,0,0,0,0,0,0,10.200000000000045,53973.6,5504.0,0.6666666666666666,True,False
225,L47404,298.3,308.6,1584,29.3,162,0,0,0,0,0,0,10.300000000000011,46411.200000000004,4746.6,0.675,True,False
226,L47405,298.3,308.5,1362,53.8,164,0,0,0,0,0,0,10.199999999999989,73275.59999999999,8823.199999999999,0.6833333333333333,True,False
227,L47406,298.3,308.4,1329,49.2,166,0,0,0,0,0,0,10.099999999999966,65386.8,8167.200000000001,0.6916666666666667,True,False
228,L47407,298.3,308.5,1539,36.1,168,0,0,0,0,0,0,10.199999999999989,55557.9,6064.8,0.7,True,False
229,M15088,298.3,308.5,1629,37.1,170,0,0,0,0,0,0,10.199999999999989,60435.9,6307.0,0.68,False,True
230,L47409,298.3,308.5,1538,32.2,173,0,0,0,0,0,0,10.199999999999989,49523.600000000006,5570.6,0.7208333333333333,True,False
231,L47410,298.3,308.6,1570,34.8,175,0,0,0,0,0,0,10.300000000000011,54635.99999999999,6089.999999999999,0.7291666666666666,True,False
232,L47411,298.3,308.4,1408,43.1,177,0,0,0,0,0,0,10.099999999999966,60684.8,7628.7,0.7375,True,False
233,L47412,298.2,308.4,1424,47.6,179,0,0,0,0,0,0,10.199999999999989,67782.40000000001,8520.4,0.7458333333333333,True,False
234,L47413,298.2,308.4,1512,34.9,181,0,0,0,0,0,0,10.199999999999989,52768.799999999996,6316.9,0.7541666666666667,True,False
235,L47414,298.2,308.4,1478,42.9,183,0,0,0,0,0,0,10.199999999999989,63406.2,7850.7,0.7625,True,False
236,M15095,298.1,308.3,1680,33.7,185,0,0,0,0,0,0,10.199999999999989,56616.00000000001,6234.500000000001,0.74,False,True
237,L47416,298.1,308.3,1495,38.7,188,0,0,0,0,0,0,10.199999999999989,57856.50000000001,7275.6,0.7833333333333333,True,False
238,M15097,298.0,308.1,1552,36.6,190,0,0,0,0,0,0,10.100000000000023,56803.200000000004,6954.0,0.76,False,True
239,L47418,297.9,308.1,1393,50.3,193,0,0,0,0,0,0,10.200000000000045,70067.9,9707.9,0.8041666666666667,True,False
240,L47419,298.0,308.2,1611,30.6,195,0,0,0,0,0,0,10.199999999999989,49296.600000000006,5967.0,0.8125,True,False
241,M15100,298.0,308.1,1339,51.6,197,0,0,0,0,0,0,10.100000000000023,69092.40000000001,10165.2,0.788,False,True
242,L47421,298.0,308.1,1777,24.3,200,0,0,0,0,0,0,10.100000000000023,43181.1,4860.0,0.8333333333333334,True,False
243,L47422,298.0,308.2,1348,58.8,202,1,0,0,0,1,0,10.199999999999989,79262.4,11877.599999999999,0.8416666666666667,True,False
244,L47423,298.0,308.2,1442,44.1,204,0,0,0,0,0,0,10.199999999999989,63592.200000000004,8996.4,0.85,True,False
245,M15104,298.0,308.2,1395,49.1,206,0,0,0,0,0,0,10.199999999999989,68494.5,10114.6,0.824,False,True
246,M15105,297.9,308.1,1627,31.4,209,0,0,0,0,0,0,10.200000000000045,51087.799999999996,6562.599999999999,0.836,False,True
247,L47426,297.9,308.1,1585,33.5,212,0,0,0,0,0,0,10.200000000000045,53097.5,7102.0,0.8833333333333333,True,False
248,L47427,298.0,308.2,1469,45.5,214,0,0,0,0,0,0,10.199999999999989,66839.5,9737.0,0.8916666666666667,True,False
249,L47428,298.0,308.3,1362,56.8,216,1,0,0,0,1,0,10.300000000000011,77361.59999999999,12268.8,0.9,True,False
250,L47429,298.0,308.3,1405,56.2,218,1,0,0,0,1,0,10.300000000000011,78961.0,12251.6,0.9083333333333333,True,False
251,L47430,298.0,308.3,1662,32.7,0,0,0,0,0,0,0,10.300000000000011,54347.4,0.0,0.0,True,False
252,M15111,298.0,308.2,1466,42.6,2,0,0,0,0,0,0,10.199999999999989,62451.6,85.2,0.008,False,True
253,L47432,298.0,308.2,1620,35.8,5,0,0,0,0,0,0,10.199999999999989,57995.99999999999,179.0,0.020833333333333332,True,False
254,L47433,298.0,308.2,1357,48.2,7,0,0,0,0,0,0,10.199999999999989,65407.4,337.40000000000003,0.029166666666666667,True,False
255,L47434,298.0,308.2,1514,37.9,9,0,0,0,0,0,0,10.199999999999989,57380.6,341.09999999999997,0.0375,True,False
256,L47435,298.0,308.2,1489,40.4,11,0,0,0,0,0,0,10.199999999999989,60155.6,444.4,0.04583333333333333,True,False
257,L47436,298.1,308.3,1331,63.0,13,0,0,0,0,0,0,10.199999999999989,83853.0,819.0,0.05416666666666667,True,False
258,L47437,298.0,308.0,1615,29.5,15,0,0,0,0,0,0,10.0,47642.5,442.5,0.0625,True,False
259,L47438,298.1,308.2,1482,37.9,17,0,0,0,0,0,0,10.099999999999966,56167.799999999996,644.3,0.07083333333333333,True,False
260,M15119,298.1,308.2,1420,63.9,19,1,0,0,1,0,0,10.099999999999966,90738.0,1214.1,0.076,False,True
261,M15120,298.2,308.3,1522,49.1,22,0,0,0,0,0,0,10.100000000000023,74730.2,1080.2,0.088,False,True
262,L47441,298.1,308.2,1654,32.1,25,0,0,0,0,0,0,10.099999999999966,53093.4,802.5,0.10416666666666667,True,False
263,M15122,298.1,308.2,1736,26.8,27,0,0,0,0,0,0,10.099999999999966,46524.8,723.6,0.108,False,True
264,M15123,298.0,308.1,1587,32.3,30,0,0,0,0,0,0,10.100000000000023,51260.1,968.9999999999999,0.12,False,True
265,L47444,298.1,308.2,1390,47.5,33,0,0,0,0,0,0,10.099999999999966,66025.0,1567.5,0.1375,True,False
266,L47445,298.0,308.1,1454,37.1,35,0,0,0,0,0,0,10.100000000000023,53943.4,1298.5,0.14583333333333334,True,False
267,H29680,298.0,308.1,1440,43.7,37,0,0,0,0,0,0,10.100000000000023,62928.00000000001,1616.9,0.1423076923076923,False,False
268,L47447,297.9,308.0,1954,21.1,42,0,0,0,0,0,0,10.100000000000023,41229.4,886.2,0.175,True,False
269,H29682,297.9,308.0,1800,24.8,44,0,0,0,0,0,0,10.100000000000023,44640.0,1091.2,0.16923076923076924,False,False
270,L47449,298.0,308.0,1524,37.0,49,0,0,0,0,0,0,10.0,56388.0,1813.0,0.20416666666666666,True,False
271,H29684,298.0,308.0,1520,39.6,51,0,0,0,0,0,0,10.0,60192.0,2019.6000000000001,0.19615384615384615,False,False
272,M15131,298.1,308.1,1452,40.8,56,0,0,0,0,0,0,10.0,59241.6,2284.7999999999997,0.224,False,True
273,L47452,298.1,308.1,1484,40.4,59,0,0,0,0,0,0,10.0,59953.6,2383.6,0.24583333333333332,True,False
274,L47453,298.1,308.0,1426,46.0,61,0,0,0,0,0,0,9.899999999999977,65596.0,2806.0,0.25416666666666665,True,False
275,L47454,298.1,308.0,1652,28.5,63,0,0,0,0,0,0,9.899999999999977,47082.0,1795.5,0.2625,True,False
276,L47455,298.0,308.0,1401,54.7,65,0,0,0,0,0,0,10.0,76634.7,3555.5,0.2708333333333333,True,False
277,M15136,298.0,307.9,1750,26.6,67,0,0,0,0,0,0,9.899999999999977,46550.0,1782.2,0.268,False,True
278,H29691,298.0,308.0,1479,50.7,70,0,0,0,0,0,0,10.0,74985.3,3549.0,0.2692307692307692,False,False
279,M15138,298.0,308.0,1620,29.4,75,0,0,0,0,0,0,10.0,47628.0,2205.0,0.3,False,True
280,L47459,298.0,308.1,1819,23.4,78,0,0,0,0,0,0,10.100000000000023,42564.6,1825.1999999999998,0.325,True,False
281,M15140,298.1,308.1,1456,43.7,80,0,0,0,0,0,0,10.0,63627.200000000004,3496.0,0.32,False,True
282,L47461,298.1,308.0,1626,36.5,83,0,0,0,0,0,0,9.899999999999977,59349.0,3029.5,0.3458333333333333,True,False
283,M15142,298.1,308.1,1390,49.8,85,0,0,0,0,0,0,10.0,69222.0,4233.0,0.34,False,True
284,L47463,298.2,308.2,1469,43.0,88,0,0,0,0,0,0,10.0,63167.0,3784.0,0.36666666666666664,True,False
285,L47464,298.2,308.3,2051,19.2,90,0,0,0,0,0,0,10.100000000000023,39379.2,1728.0,0.375,True,False
286,L47465,298.2,308.3,1568,36.0,92,0,0,0,0,0,0,10.100000000000023,56448.0,3312.0,0.38333333333333336,True,False
287,L47466,298.2,308.3,1589,33.2,94,0,0,0,0,0,0,10.100000000000023,52754.8,3120.8,0.39166666666666666,True,False
288,L47467,298.2,308.3,1805,31.6,96,0,0,0,0,0,0,10.100000000000023,57038.0,3033.6000000000004,0.4,True,False
289,H29702,298.2,308.4,1385,42.2,98,0,0,0,0,0,0,10.199999999999989,58447.00000000001,4135.6,0.3769230769230769,False,False
290,L47469,298.1,308.4,1436,46.7,103,0,0,0,0,0,0,10.299999999999955,67061.2,4810.1,0.42916666666666664,True,False
291,L47470,298.1,308.4,1438,45.6,105,0,0,0,0,0,0,10.299999999999955,65572.8,4788.0,0.4375,True,False
292,L47471,298.0,308.3,1473,42.6,107,0,0,0,0,0,0,10.300000000000011,62749.8,4558.2,0.44583333333333336,True,False
293,L47472,298.1,308.4,1335,40.2,109,0,0,0,0,0,0,10.299999999999955,53667.00000000001,4381.8,0.45416666666666666,True,False
294,H29707,298.1,308.5,1392,44.8,111,0,0,0,0,0,0,10.399999999999977,62361.6,4972.799999999999,0.4269230769230769,False,False
295,M15154,298.1,308.5,1372,51.1,116,0,0,0,0,0,0,10.399999999999977,70109.2,5927.6,0.464,False,True
296,M15155,298.1,308.6,1716,30.7,119,0,0,0,0,0,0,10.5,52681.2,3653.2999999999997,0.476,False,True
297,L47476,298.0,308.5,1395,46.2,122,0,0,0,0,0,0,10.5,64449.00000000001,5636.400000000001,0.5083333333333333,True,False
298,L47477,298.0,308.5,1713,25.3,124,0,0,0,0,0,0,10.5,43338.9,3137.2000000000003,0.5166666666666667,True,False
299,H29712,297.9,308.5,2129,18.7,126,0,0,0,0,0,0,10.600000000000023,39812.299999999996,2356.2,0.4846153846153846,False,False
300,M15159,297.8,308.3,1567,35.6,131,0,0,0,0,0,0,10.5,55785.200000000004,4663.6,0.524,False,True
301,L47480,297.8,308.4,1622,38.3,134,0,0,0,0,0,0,10.599999999999966,62122.6,5132.2,0.5583333333333333,True,False
302,L47481,297.7,308.4,1740,27.1,136,0,0,0,0,0,0,10.699999999999989,47154.0,3685.6000000000004,0.5666666666666667,True,False
303,H29716,297.8,308.4,1512,35.1,138,0,0,0,0,0,0,10.599999999999966,53071.200000000004,4843.8,0.5307692307692308,False,False
304,M15163,297.8,308.4,1479,43.5,143,0,0,0,0,0,0,10.599999999999966,64336.5,6220.5,0.572,False,True
305,L47484,297.8,308.4,1737,27.5,146,0,0,0,0,0,0,10.599999999999966,47767.5,4015.0,0.6083333333333333,True,False
306,L47485,297.8,308.4,2129,19.2,148,0,0,0,0,0,0,10.599999999999966,40876.799999999996,2841.6,0.6166666666666667,True,False
307,L47486,297.8,308.4,1374,47.1,150,0,0,0,0,0,0,10.599999999999966,64715.4,7065.0,0.625,True,False
308,M15167,297.8,308.4,1579,36.6,152,0,0,0,0,0,0,10.599999999999966,57791.4,5563.2,0.608,False,True
309,L47488,297.9,308.5,1305,47.2,155,0,0,0,0,0,0,10.600000000000023,61596.00000000001,7316.0,0.6458333333333334,True,False
310,M15169,297.9,308.5,1449,40.8,157,0,0,0,0,0,0,10.600000000000023,59119.2,6405.599999999999,0.628,False,True
311,H29724,298.0,308.6,1526,41.8,160,0,0,0,0,0,0,10.600000000000023,63786.799999999996,6688.0,0.6153846153846154,False,False
312,M15171,298.0,308.6,1453,44.1,165,0,0,0,0,0,0,10.600000000000023,64077.3,7276.5,0.66,False,True
313,L47492,297.9,308.6,1468,36.0,168,0,0,0,0,0,0,10.700000000000045,52848.0,6048.0,0.7,True,False
314,L47493,298.0,308.6,1313,50.8,170,0,0,0,0,0,0,10.600000000000023,66700.4,8636.0,0.7083333333333334,True,False
315,M15174,297.9,308.5,1300,53.0,172,0,0,0,0,0,0,10.600000000000023,68900.0,9116.0,0.688,False,True
316,L47495,297.9,308.4,1646,40.6,175,0,0,0,0,0,0,10.5,66827.6,7105.0,0.7291666666666666,True,False
317,L47496,297.8,308.4,1714,33.2,177,0,0,0,0,0,0,10.599999999999966,56904.8,5876.400000000001,0.7375,True,False
318,L47497,297.8,308.4,1685,28.4,179,0,0,0,0,0,0,10.599999999999966,47854.0,5083.599999999999,0.7458333333333333,True,False
319,L47498,297.8,308.4,1512,39.9,181,0,0,0,0,0,0,10.599999999999966,60328.799999999996,7221.9,0.7541666666666667,True,False
320,L47499,297.8,308.4,1612,32.1,183,0,0,0,0,0,0,10.599999999999966,51745.200000000004,5874.3,0.7625,True,False
321,H29734,297.8,308.4,1550,38.2,185,0,0,0,0,0,0,10.599999999999966,59210.00000000001,7067.000000000001,0.7115384615384616,False,False
322,L47501,297.8,308.4,1518,32.5,190,0,0,0,0,0,0,10.599999999999966,49335.0,6175.0,0.7916666666666666,True,False
323,L47502,297.8,308.5,1448,40.0,192,0,0,0,0,0,0,10.699999999999989,57920.0,7680.0,0.8,True,False
324,L47503,297.8,308.5,1561,46.3,194,0,0,0,0,0,0,10.699999999999989,72274.29999999999,8982.199999999999,0.8083333333333333,True,False
325,M15184,297.8,308.5,1488,41.9,196,0,0,0,0,0,0,10.699999999999989,62347.2,8212.4,0.784,False,True
326,L47505,297.8,308.5,1699,27.8,199,0,0,0,0,0,0,10.699999999999989,47232.200000000004,5532.2,0.8291666666666667,True,False
327,L47506,297.7,308.5,1501,41.4,201,0,0,0,0,0,0,10.800000000000011,62141.4,8321.4,0.8375,True,False
328,L47507,297.7,308.5,1373,56.7,203,1,0,0,0,1,0,10.800000000000011,77849.1,11510.1,0.8458333333333333,True,False
329,H29742,297.6,308.4,1703,31.4,205,0,0,0,0,0,0,10.799999999999955,53474.2,6437.0,0.7884615384615384,False,False
330,H29743,297.7,308.5,1720,29.9,210,0,0,0,0,0,0,10.800000000000011,51428.0,6279.0,0.8076923076923077,False,False
331,M15190,297.6,308.4,1398,41.9,215,0,0,0,0,0,0,10.799999999999955,58576.2,9008.5,0.86,False,True
332,M15191,297.6,308.4,1391,51.9,218,0,0,0,0,0,0,10.799999999999955,72192.9,11314.199999999999,0.872,False,True
333,M15192,297.6,308.3,1538,40.2,0,0,0,0,0,0,0,10.699999999999989,61827.600000000006,0.0,0.0,False,True
334,L47513,297.5,308.2,1647,31.3,3,0,0,0,0,0,0,10.699999999999989,51551.1,93.9,0.0125,True,False
335,M15194,297.5,308.1,1469,44.8,5,0,0,0,0,0,0,10.600000000000023,65811.2,224.0,0.02,False,True
336,L47515,297.4,308.1,1749,25.9,8,0,0,0,0,0,0,10.700000000000045,45299.1,207.2,0.03333333333333333,True,False
337,M15196,297.6,308.2,1995,20.5,10,0,0,0,0,0,0,10.599999999999966,40897.5,205.0,0.04,False,True
338,L47517,297.6,308.3,1742,27.7,13,0,0,0,0,0,0,10.699999999999989,48253.4,360.09999999999997,0.05416666666666667,True,False
339,L47518,297.5,308.2,1563,38.2,15,0,0,0,0,0,0,10.699999999999989,59706.600000000006,573.0,0.0625,True,False
340,M15199,297.5,308.2,1713,32.2,17,0,0,0,0,0,0,10.699999999999989,55158.600000000006,547.4000000000001,0.068,False,True
341,L47520,297.4,308.1,1474,39.4,20,0,0,0,0,0,0,10.700000000000045,58075.6,788.0,0.08333333333333333,True,False
342,M15201,297.4,308.2,1530,32.6,22,0,0,0,0,0,0,10.800000000000011,49878.0,717.2,0.088,False,True
343,L47522,297.4,308.2,1471,46.5,25,0,0,0,0,0,0,10.800000000000011,68401.5,1162.5,0.10416666666666667,True,False
344,L47523,297.5,308.3,1388,48.6,27,0,0,0,0,0,0,10.800000000000011,67456.8,1312.2,0.1125,True,False
345,M15204,297.5,308.2,2448,13.8,29,0,0,0,0,0,0,10.699999999999989,33782.4,400.20000000000005,0.116,False,True
346,L47525,297.5,308.3,1585,32.9,32,0,0,0,0,0,0,10.800000000000011,52146.5,1052.8,0.13333333333333333,True,False
347,M15206,297.5,308.3,1459,45.2,34,0,0,0,0,0,0,10.800000000000011,65946.8,1536.8000000000002,0.136,False,True
348,L47527,297.5,308.3,1544,40.8,37,0,0,0,0,0,0,10.800000000000011,62995.2,1509.6,0.15416666666666667,True,False
349,L47528,297.6,308.3,1617,31.7,39,0,0,0,0,0,0,10.699999999999989,51258.9,1236.3,0.1625,True,False
350,L47529,297.6,308.3,1595,34.3,41,0,0,0,0,0,0,10.699999999999989,54708.49999999999,1406.3,0.17083333333333334,True,False
351,H29764,297.6,308.3,1400,44.3,43,0,0,0,0,0,0,10.699999999999989,62019.99999999999,1904.8999999999999,0.16538461538461538,False,False
352,M15211,297.6,308.4,1611,31.0,48,0,0,0,0,0,0,10.799999999999955,49941.0,1488.0,0.192,False,True
353,M15212,297.6,308.4,1507,46.0,51,0,0,0,0,0,0,10.799999999999955,69322.0,2346.0,0.204,False,True
354,H29767,297.5,308.3,1674,30.0,54,0,0,0,0,0,0,10.800000000000011,50220.0,1620.0,0.2076923076923077,False,False
355,L47534,297.6,308.3,1658,34.3,59,0,0,0,0,0,0,10.699999999999989,56869.399999999994,2023.6999999999998,0.24583333333333332,True,False
356,L47535,297.6,308.3,1623,36.9,61,0,0,0,0,0,0,10.699999999999989,59888.7,2250.9,0.25416666666666665,True,False
357,M15216,297.6,308.4,1398,48.9,63,0,0,0,0,0,0,10.799999999999955,68362.2,3080.7,0.252,False,True
358,L47537,297.6,308.4,1517,34.2,66,0,0,0,0,0,0,10.799999999999955,51881.4,2257.2000000000003,0.275,True,False
359,M15218,297.6,308.3,1467,36.7,68,0,0,0,0,0,0,10.699999999999989,53838.9,2495.6000000000004,0.272,False,True
360,M15219,297.6,308.3,1567,34.6,71,0,0,0,0,0,0,10.699999999999989,54218.200000000004,2456.6,0.284,False,True
361,M15220,297.5,308.3,1521,38.2,74,0,0,0,0,0,0,10.800000000000011,58102.200000000004,2826.8,0.296,False,True
362,L47541,297.5,308.3,1596,36.8,77,0,0,0,0,0,0,10.800000000000011,58732.799999999996,2833.6,0.32083333333333336,True,False
363,H29776,297.6,308.3,1640,30.9,79,0,0,0,0,0,0,10.699999999999989,50676.0,2441.1,0.3038461538461538,False,False
364,L47543,297.6,308.3,1438,47.8,84,0,0,0,0,0,0,10.699999999999989,68736.4,4015.2,0.35,True,False
365,L47544,297.6,308.4,1407,55.2,86,0,0,0,0,0,0,10.799999999999955,77666.40000000001,4747.2,0.35833333333333334,True,False
366,L47545,297.6,308.4,1353,57.5,88,0,0,0,0,0,0,10.799999999999955,77797.5,5060.0,0.36666666666666664,True,False
367,M15226,297.6,308.5,1552,40.9,90,0,0,0,0,0,0,10.899999999999977,63476.799999999996,3681.0,0.36,False,True
368,M15227,297.6,308.4,1569,38.3,93,0,0,0,0,0,0,10.799999999999955,60092.7,3561.8999999999996,0.372,False,True
369,L47548,297.5,308.4,1489,39.5,96,0,0,0,0,0,0,10.899999999999977,58815.5,3792.0,0.4,True,False
370,H29783,297.5,308.4,1587,36.1,98,0,0,0,0,0,0,10.899999999999977,57290.700000000004,3537.8,0.3769230769230769,False,False
371,M15230,297.5,308.3,1622,37.2,103,0,0,0,0,0,0,10.800000000000011,60338.4,3831.6000000000004,0.412,False,True
372,L47551,297.5,308.4,1604,38.1,106,0,0,0,0,0,0,10.899999999999977,61112.4,4038.6000000000004,0.44166666666666665,True,False
373,M15232,297.4,308.3,1405,51.7,108,0,0,0,0,0,0,10.900000000000034,72638.5,5583.6,0.432,False,True
374,L47553,297.4,308.3,1412,42.0,111,0,0,0,0,0,0,10.900000000000034,59304.0,4662.0,0.4625,True,False
375,L47554,297.4,308.3,1431,43.0,113,0,0,0,0,0,0,10.900000000000034,61533.0,4859.0,0.4708333333333333,True,False
376,L47555,297.4,308.2,1533,37.4,115,0,0,0,0,0,0,10.800000000000011,57334.2,4301.0,0.4791666666666667,True,False
377,M15236,297.4,308.2,1401,51.9,117,0,0,0,0,0,0,10.800000000000011,72711.9,6072.3,0.468,False,True
378,M15237,297.4,308.2,1424,53.9,120,0,0,0,0,0,0,10.800000000000011,76753.59999999999,6468.0,0.48,False,True
379,L47558,297.3,308.2,1754,29.4,123,0,0,0,0,0,0,10.899999999999977,51567.6,3616.2,0.5125,True,False
380,L47559,297.3,308.2,1754,26.8,125,0,0,0,0,0,0,10.899999999999977,47007.200000000004,3350.0,0.5208333333333334,True,False
381,L47560,297.5,308.3,2564,12.8,127,1,0,0,1,0,0,10.800000000000011,32819.200000000004,1625.6000000000001,0.5291666666666667,True,False
382,L47561,297.5,308.5,1546,40.4,129,0,0,0,0,0,0,11.0,62458.399999999994,5211.599999999999,0.5375,True,False
383,L47562,297.5,308.5,1335,48.0,131,0,0,0,0,0,0,11.0,64080.0,6288.0,0.5458333333333333,True,False
384,M15243,297.5,308.6,1842,27.0,133,0,0,0,0,0,0,11.100000000000023,49734.0,3591.0,0.532,False,True
385,L47564,297.5,308.5,1712,26.8,136,0,0,0,0,0,0,11.0,45881.6,3644.8,0.5666666666666667,True,False
386,M15245,297.6,308.6,1414,45.4,138,0,0,0,0,0,0,11.0,64195.6,6265.2,0.552,False,True
387,L47566,297.6,308.7,1319,50.9,141,0,0,0,0,0,0,11.099999999999966,67137.09999999999,7176.9,0.5875,True,False
388,L47567,297.7,308.7,1249,60.4,143,0,0,0,0,0,0,11.0,75439.59999999999,8637.199999999999,0.5958333333333333,True,False
389,L47568,297.6,308.7,1455,48.2,145,0,0,0,0,0,0,11.099999999999966,70131.0,6989.0,0.6041666666666666,True,False
390,M15249,297.6,308.7,1408,54.8,147,0,0,0,0,0,0,11.099999999999966,77158.4,8055.599999999999,0.588,False,True
391,L47570,297.6,308.7,1460,46.7,150,0,0,0,0,0,0,11.099999999999966,68182.0,7005.0,0.625,True,False
392,L47571,297.6,308.6,1491,38.1,152,0,0,0,0,0,0,11.0,56807.1,5791.2,0.6333333333333333,True,False
393,M15252,297.6,308.5,1490,43.4,154,0,0,0,0,0,0,10.899999999999977,64666.0,6683.599999999999,0.616,False,True
394,M15253,297.5,308.4,1350,52.2,157,0,0,0,0,0,0,10.899999999999977,70470.0,8195.4,0.628,False,True
395,L47574,297.5,308.4,1528,39.9,160,0,0,0,0,0,0,10.899999999999977,60967.2,6384.0,0.6666666666666666,True,False
396,L47575,297.4,308.3,1571,37.7,162,0,0,0,0,0,0,10.900000000000034,59226.700000000004,6107.400000000001,0.675,True,False
397,L47576,297.4,308.3,1490,42.6,164,0,0,0,0,0,0,10.900000000000034,63474.0,6986.400000000001,0.6833333333333333,True,False
398,M15257,297.4,308.3,1774,28.9,166,0,0,0,0,0,0,10.900000000000034,51268.6,4797.4,0.664,False,True
399,H29812,297.4,308.3,1502,43.6,169,0,0,0,0,0,0,10.900000000000034,65487.200000000004,7368.400000000001,0.65,False,False
400,L47579,297.4,308.4,1392,49.7,174,0,0,0,0,0,0,11.0,69182.40000000001,8647.800000000001,0.725,True,False
401,L47580,297.4,308.5,2100,16.9,176,0,0,0,0,0,0,11.100000000000023,35490.0,2974.3999999999996,0.7333333333333333,True,False
402,L47581,297.5,308.5,1722,30.4,178,0,0,0,0,0,0,11.0,52348.799999999996,5411.2,0.7416666666666667,True,False
403,L47582,297.4,308.6,1678,32.3,180,0,0,0,0,0,0,11.200000000000045,54199.399999999994,5813.999999999999,0.75,True,False
404,L47583,297.3,308.6,1273,59.8,182,0,0,0,0,0,0,11.300000000000011,76125.4,10883.6,0.7583333333333333,True,False
405,L47584,297.3,308.6,1297,45.9,184,0,0,0,0,0,0,11.300000000000011,59532.299999999996,8445.6,0.7666666666666667,True,False
406,L47585,297.3,308.5,1350,57.6,186,0,0,0,0,0,0,11.199999999999989,77760.0,10713.6,0.775,True,False
407,L47586,297.4,308.6,1439,51.9,188,0,0,0,0,0,0,11.200000000000045,74684.09999999999,9757.199999999999,0.7833333333333333,True,False
408,M15267,297.4,308.5,1600,42.1,190,0,0,0,0,0,0,11.100000000000023,67360.0,7999.0,0.76,False,True
409,M15268,297.4,308.6,1434,44.4,193,0,0,0,0,0,0,11.200000000000045,63669.6,8569.199999999999,0.772,False,True
